pathway,processes,12858.0BR.3.R1.fastq.gz,12858.0KC.2.R1.fastq.gz,12858.0MR.4.R1.fastq.gz,12858.0TB.1.R1.fastq.gz,12858.10BR.49.R1.fastq.gz,12858.10KC.47.R1.fastq.gz,12858.10MR.50.R1.fastq.gz,12858.10TB.46.R1.fastq.gz,12858.11BR.52.R1.fastq.gz,12858.11KC.51.R1.fastq.gz,12858.11MR.53.R1.fastq.gz,12858.11TB.81.R1.fastq.gz,12858.12BR.56.R1.fastq.gz,12858.12KC.55.R1.fastq.gz,12858.12MR.57.R1.fastq.gz,12858.12TB.54.R1.fastq.gz,12858.13BR.60.R1.fastq.gz,12858.13KC.59.R1.fastq.gz,12858.13MR.61.R1.fastq.gz,12858.13TB.58.R1.fastq.gz,12858.14BR.64.R1.fastq.gz,12858.14KC.63.R1.fastq.gz,12858.14MR.65.R1.fastq.gz,12858.14TB.62.R1.fastq.gz,12858.15BR.68.R1.fastq.gz,12858.15KC.67.R1.fastq.gz,12858.15MR.69.R1.fastq.gz,12858.15TB.66.R1.fastq.gz,12858.16BR.72.R1.fastq.gz,12858.16KC.71.R1.fastq.gz,12858.16MR.73.R1.fastq.gz,12858.16TB.70.R1.fastq.gz,12858.17BR.76.R1.fastq.gz,12858.17KC.75.R1.fastq.gz,12858.17MR.77.R1.fastq.gz,12858.17TB.74.R1.fastq.gz,12858.18BR.82.R1.fastq.gz,12858.18KC.79.R1.fastq.gz,12858.18MR.83.R1.fastq.gz,12858.18TB.78.R1.fastq.gz,12858.19BR.86.R1.fastq.gz,12858.19KC.85.R1.fastq.gz,12858.19MR.87.R1.fastq.gz,12858.19TB.84.R1.fastq.gz,12858.1BR.7.R1.fastq.gz,12858.1KC.6.R1.fastq.gz,12858.1MR.8.R1.fastq.gz,12858.1TB.5.R1.fastq.gz,12858.20BR.90.R1.fastq.gz,12858.20KC.89.R1.fastq.gz,12858.20MR.91.R1.fastq.gz,12858.20TB.88.R1.fastq.gz,12858.21BR.94.R1.fastq.gz,12858.21KC.93.R1.fastq.gz,12858.21MR.95.R1.fastq.gz,12858.21TB.92.R1.fastq.gz,12858.22BR.98.R1.fastq.gz,12858.22KC.97.R1.fastq.gz,12858.22MR.99.R1.fastq.gz,12858.22TB.96.R1.fastq.gz,12858.23BR.102.R1.fastq.gz,12858.23KC.101.R1.fastq.gz,12858.23MR.103.R1.fastq.gz,12858.23TB.100.R1.fastq.gz,12858.24BR.106.R1.fastq.gz,12858.24KC.105.R1.fastq.gz,12858.24MR.107.R1.fastq.gz,12858.24TB.104.R1.fastq.gz,12858.2ABR.15.R1.fastq.gz,12858.2AKC.10.R1.fastq.gz,12858.2AMR.12.R1.fastq.gz,12858.2ATB.9.R1.fastq.gz,12858.2BBR.11.R1.fastq.gz,12858.2BKC.14.R1.fastq.gz,12858.2BMR.16.R1.fastq.gz,12858.2BTB.13.R1.fastq.gz,12858.3BR.19.R1.fastq.gz,12858.3KC.18.R1.fastq.gz,12858.3MR.20.R1.fastq.gz,12858.3TB.17.R1.fastq.gz,12858.4BR.23.R1.fastq.gz,12858.4KC.22.R1.fastq.gz,12858.4MR.25.R1.fastq.gz,12858.4TB.21.R1.fastq.gz,12858.5BR.28.R1.fastq.gz,12858.5KC.27.R1.fastq.gz,12858.5MR.29.R1.fastq.gz,12858.5TB.26.R1.fastq.gz,12858.6BR.32.R1.fastq.gz,12858.6KC.31.R1.fastq.gz,12858.6MR.33.R1.fastq.gz,12858.6TB.30.R1.fastq.gz,12858.7BR.36.R1.fastq.gz,12858.7KC.35.R1.fastq.gz,12858.7MR.37.R1.fastq.gz,12858.7TB.34.R1.fastq.gz,12858.8BR.40.R1.fastq.gz,12858.8KC.39.R1.fastq.gz,12858.8MR.41.R1.fastq.gz,12858.8TB.38.R1.fastq.gz,12858.9BR.44.R1.fastq.gz,12858.9KC.43.R1.fastq.gz,12858.9MR.45.R1.fastq.gz,12858.9TB.42.R1.fastq.gz
PWY0-321,phenylacetate-degradation-I-(aerobic),9565.320923,3552.138069,2809.555068,3132.597659,6045.028361,9331.167238,3011.36812,1050.420197,5778.729587,7924.843377,6141.978007,4579.137483,3703.173708,9634.099598,3602.856187,953.7267104,3192.43838,5624.160106,3377.775819,850.2283248,3303.094178,6869.455377,6528.159583,422.1158471,4767.887171,8047.606712,5217.928052,4155.67413,5763.090942,9702.550525,7361.427282,2676.857041,5550.205602,9869.556141,5920.586525,5513.371857,6260.638384,6090.905173,7083.147391,5049.391253,8317.740555,10129.23369,9627.120994,4327.684533,5241.642413,14898.93223,6714.009055,2410.09072,6514.751349,5470.704296,6526.598853,5413.269789,6655.228646,8180.01735,8533.822009,648.8618874,5293.507993,11147.18507,7988.891413,3228.694124,5260.541151,10320.03263,8450.55206,5879.31904,5352.612001,11290.13669,7825.821243,3611.16503,8609.454615,3448.899267,5407.838863,3313.070573,4493.245252,2377.503283,3634.492115,3859.767999,8139.541828,2258.896659,3839.033034,3680.365876,6999.121984,10094.48865,5782.18802,7198.012464,4437.851987,10178.11112,4024.270974,6211.545998,7730.003282,8107.16934,2967.895276,5575.163376,2988.900065,16882.85048,10472.23822,2243.250767,2697.852457,18458.02187,4755.51879,5529.009665,4197.652919,10520.91825,5093.882126,2385.891766
PWY0-41,allantoin-degradation-IV-(anaerobic),1207.008363,298.9397193,816.133723,0,2165.95431,2676.197617,1956.484839,0,1487.864166,1122.063594,3054.611121,462.0566125,602.7146513,1967.668057,1654.306767,188.2466904,638.0012987,1771.373198,0,0,1002.819406,1893.648662,1567.738762,229.5335079,1335.864564,1981.750233,2743.182497,596.90979,1726.005453,1830.085306,0,0,444.0700436,2729.613958,1487.739749,484.4486234,978.8693683,1883.840229,2312.653752,338.8181288,0,3170.971583,1096.47003,0,964.5697143,989.5054897,670.398543,0,814.7550955,2403.614996,3057.983556,0,886.1363462,2307.501753,1200.199891,0,449.9244659,2205.688841,1944.550934,175.9606286,2366.558363,146.9014856,2355.123658,708.1037891,1545.4895,836.2910156,312.401787,0,591.7580052,1537.275044,1426.460112,661.5972152,0,0,901.7793642,0,1100.325745,599.4560163,998.2114825,0,1342.646739,2260.104536,724.3504057,291.3524868,0,2561.185277,2073.101241,824.3697973,322.9460728,1730.136029,2460.839448,0,936.7953229,3573.099527,2680.259596,802.6941755,824.2575989,4965.178268,1418.820213,365.6993158,627.030123,2439.465261,1982.209369,0
PWY0-42,2-methylcitrate-cycle-I,10514.11394,3828.248507,2600.154323,5939.729615,6381.334874,10462.42266,4718.825275,1946.777376,6782.949368,8022.592393,6896.222006,7108.780085,4677.136739,9662.018857,4227.845415,1370.244219,3925.401823,6716.713198,18076.25138,1407.128678,4119.312954,7472.826592,6735.095484,1624.159829,5169.074411,9735.82751,4836.838977,4292.773947,5973.484767,12583.15477,5350.966097,3522.203589,5120.209758,11052.89941,8367.968291,6514.652326,4565.161579,7614.445089,8136.090909,7105.911539,8772.254851,11549.03913,8395.025085,5717.696404,5557.99191,12226.60236,5494.10828,3217.514966,8078.935092,9716.922464,8007.922175,6756.00426,8837.995532,12028.15423,10615.57513,1599.794806,6867.278557,10908.30897,8800.91957,4199.003273,6683.56564,18016.67565,9585.890626,6445.543785,6030.631903,10820.6601,9160.485998,4838.651659,10561.50037,4054.909689,4937.137652,4307.463434,6683.378861,29673.8729,4419.924895,7193.652067,7823.355801,4737.891779,4496.310789,5355.206239,7265.048778,11929.69774,6179.972817,9497.112654,5731.524921,11419.12032,4139.252856,6255.482877,8277.423129,9717.264987,3759.563111,6527.960727,3466.828592,13742.8452,11510.94667,2583.090399,3020.29523,14873.21357,5532.30431,5817.509342,5180.598759,11504.16286,5658.811634,3390.121661
PWY0-781,aspartate-superpathway,25794.62458,11835.97783,8935.606413,14433.26549,21035.48253,26387.6867,19228.23789,12099.11728,18786.173,17526.16521,23242.6655,19736.59657,13176.97569,24315.92393,15100.231,10533.08444,12983.48574,16809.00424,12321.60486,8194.143503,14830.46598,17617.64837,19203.64023,9677.400002,15771.32921,22207.77676,12992.73231,14781.26605,19913.27558,24035.03595,15857.52648,9049.658498,15898.53762,23361.28534,25334.82257,18382.74156,13939.6852,17076.87127,26851.40212,21576.68781,24042.42117,32121.89847,24571.54894,10251.91758,20831.48535,25681.72756,18640.62394,12794.91988,23355.27879,25398.49033,31602.26752,19848.31385,25986.36111,33151.8784,31398.79457,12713.82741,24701.51656,30480.95193,26992.39881,18322.66201,25811.09186,27253.36676,31229.96721,26293.96089,24806.3295,29690.29822,27737.434,15219.94574,31261.80484,13232.23929,14515.74926,13539.93074,22864.63831,26867.17855,16324.4777,20548.60511,24134.95418,23861.63927,16822.21772,15027.83898,20026.72254,33243.79364,18289.82368,15468.77532,8663.987978,30140.90104,20282.29142,15054.11105,23920.75667,23316.02979,16370.05767,16905.74401,14091.52514,35059.13548,31569.49404,6921.688757,14567.11548,36138.9567,23845.22901,21393.78504,15264.93931,23090.63855,22357.84707,9393.324821
PWY0-845,superpathway-of-pyridoxal-5'-phosphate-biosynthesis-and-salvage,16794.16213,11211.11467,5880.25083,10942.15198,15209.23423,17912.81182,12723.66404,4009.496805,11045.02428,12183.14271,16498.63426,11963.58377,7713.545483,14834.3652,10171.64192,4990.54855,7588.048012,10576.38588,20248.60394,3263.241313,8389.697319,10167.09523,14257.8877,4204.03752,9291.726587,12056.83587,9340.143104,7561.354559,11920.13405,14450.41729,11713.3565,4330.233008,10907.60251,13650.19968,16275.70642,12589.7223,10802.93719,10221.83659,18199.41005,13666.8928,14960.97852,15125.71804,17458.93864,8585.163697,11339.0519,15612.37505,13015.11249,6046.877338,15635.42439,10780.06884,16191.2751,14196.86446,17264.11849,13328.70234,20323.24457,3267.451322,13406.84401,19362.28767,18412.50277,7848.754094,15284.59825,36105.64871,21350.98682,12815.20517,13562.97287,18225.55945,18668.99654,8377.50316,19432.83832,7522.506178,10289.92698,8261.883015,12246.71023,33641.77204,9989.392966,14449.82391,14171.96333,12110.51168,9970.994775,8764.226432,12227.60377,22429.95436,12199.17944,11828.69257,7367.246269,20985.9234,13528.94654,10591.51242,15522.17995,17345.94488,10014.36186,11563.95697,7912.068827,23721.33185,22628.32717,4603.011349,7287.344218,26636.88447,14737.49155,10011.81813,9937.809767,15564.16489,16659.21269,6009.845504
PWY0-862,(5Z)-dodec-5-enoate-biosynthesis,27849.7957,14132.65625,9686.172101,19046.79472,24980.39671,27823.598,23947.12498,6696.833724,17516.19904,23202.57235,28287.7754,20021.29168,12230.94134,28862.7518,16156.3122,6210.445048,12219.41778,16457.80859,34942.35881,3109.304265,14016.02161,19665.59965,24030.98373,5233.272624,15275.32437,23796.56372,14966.84115,11130.14241,17470.84793,32464.64127,26266.47661,7102.902383,23635.20115,26679.30617,31723.92473,20168.5154,20627.90606,18745.04736,29570.29607,22489.28072,25805.48899,36067.99184,32059.68933,13341.03912,18423.91873,47295.50985,26191.36003,10174.30951,24956.33953,22176.23314,25162.58173,23968.00042,27401.37888,30321.11791,32807.26229,3577.162751,20592.06199,34620.21839,31452.31122,11317.72326,26582.86398,65830.92571,33984.44573,20407.52024,22017.98407,33316.38159,32005.61973,13057.60856,38264.47618,13152.98636,19169.65601,10702.65351,19108.02924,61430.32268,16600.88015,25400.07732,24480.81275,24103.34082,15731.04021,15409.25575,21685.41338,47124.90737,22272.93708,20746.9532,15233.85301,38083.41604,24321.68601,17866.59473,25215.73526,33772.61472,16101.6905,19101.70344,14320.04639,43504.72759,39874.93072,7784.95471,11485.71349,44353.75537,22590.73418,17977.53542,17832.59258,28151.62772,27292.42745,9634.259155
PWY1G-0,mycothiol-biosynthesis,10317.82094,2071.044404,2015.718412,3870.454297,4780.332338,7741.187178,3141.514624,3054.335025,5626.343982,1626.522283,4700.375258,8117.78355,4159.505391,3488.300464,3436.320261,1791.981497,3630.65296,3562.247934,929.5588574,3801.704719,5111.622633,2424.710207,4063.228628,4894.676014,5236.572156,4008.680137,2701.415623,7148.159899,7145.524159,4100.51665,892.6272953,5355.690719,1636.837319,6047.971034,5138.548307,7038.99003,2608.595773,4669.639512,5136.99508,5942.776914,8543.883193,4598.505479,4748.857912,7268.337285,6303.794487,754.815803,2416.282204,4487.479188,6385.098775,7969.592254,10760.26747,7955.859669,7964.452593,10065.7899,7023.487935,7805.846573,15336.30555,8311.510938,6167.112497,7621.863676,8625.449679,6342.198382,6422.17537,11497.76405,8818.181178,10889.16025,7576.103747,9874.247711,4270.176843,4492.655696,2927.331687,6459.608822,4085.73841,29.930292,3165.140875,5668.753593,6669.002213,1149.969583,5366.50542,3651.589616,4627.5827,5067.225403,3342.279688,6715.479655,456.0138843,5289.963711,3687.429608,3781.393402,5237.203529,3205.042403,4565.483294,4277.142226,2676.792035,7986.964339,6332.391907,1993.125046,2217.467454,9936.426947,5085.949946,6477.785285,2846.384535,4683.745122,3839.504904,3664.483685
PWY490-3,nitrate-reduction-VI-(assimilatory),531.3591065,6185.522488,1071.063448,1158.163584,2152.010777,5904.437807,1168.88056,3085.372626,2936.120384,2795.455745,4008.864197,1953.810409,1161.039996,4726.551638,2858.142884,2309.283506,1889.262798,2631.013504,528.8406275,1083.917004,1713.654711,1481.873635,4108.706411,573.648043,1523.27983,2413.778278,2918.432082,1250.970615,2930.190424,660.4531236,620.849841,152.7550217,3061.898576,3338.442433,1572.911307,1185.78502,698.0546965,1343.501022,8462.082313,2161.885787,1252.504819,5231.8772,1680.052252,548.608596,2057.424213,1685.240494,751.7703787,1312.843325,2099.891926,4261.059326,5150.36775,1181.619842,3165.977742,5498.606836,8609.467719,339.44456,2140.626176,4065.428792,3002.684459,3118.85946,2382.449962,1868.302349,6577.990574,1614.882893,2695.275364,2870.186942,3917.84423,1032.613965,2450.759133,2654.050501,1076.242636,412.7393353,10103.3647,2363.925985,2566.579116,1252.729703,2588.190891,1904.635024,1771.953746,889.9588291,1748.202694,3103.041226,1949.481737,1320.242175,0,7623.151669,3515.950531,1613.039266,2551.864596,4555.140196,2766.553071,4226.187101,843.0709803,733.1825488,4199.392457,575.5835445,4876.073675,2926.004051,3957.285094,2089.159462,1337.06923,5469.573161,4873.365426,716.6227062
PWY4FS-7,phosphatidylglycerol-biosynthesis-I-(plastidic),41486.69268,30112.70961,15035.0724,31918.89326,31688.27778,38589.37115,29358.1381,29115.74041,27997.01729,24494.20081,35177.92181,37582.69478,18985.57979,33135.70233,22539.84629,17037.9278,19798.10378,23398.5765,34266.43736,22362.57591,23059.94064,23091.53438,29174.58809,22917.7475,23478.27643,29734.40041,19460.17146,26639.89591,29178.04329,33393.83081,21711.96762,18825.8802,23094.77587,31852.39227,33501.50929,38317.11225,20501.23036,24051.6604,39066.56814,36673.11814,36669.28261,42212.21058,32089.92616,31315.18086,33791.6137,35442.28013,25523.11055,24658.14012,31154.33853,35859.85278,45676.08411,36954.05118,35661.48347,43652.75674,44119.95854,26007.36027,39164.57722,42058.93963,36623.68338,35029.46177,37245.73901,63737.73209,46228.79704,44560.61066,39475.38578,41591.12088,40367.58672,29857.16067,46482.31042,27165.20472,21656.4953,30027.1377,35795.75342,56348.20516,36623.61768,41731.66511,38678.16255,39932.11041,26517.31635,29001.25686,32630.56561,47808.53253,27510.00652,32867.71343,15333.41959,44051.15938,31327.52494,24458.36069,39688.44524,34158.08064,25750.05203,35969.42381,25178.88883,49726.62431,46591.81172,11948.28183,26670.76795,54161.52737,36682.68386,39197.11722,27485.15119,32553.66825,31993.00751,17538.02488
PWY4FS-8,phosphatidylglycerol-biosynthesis-II-(non-plastidic),41486.69268,30112.70961,15035.0724,31918.89326,31688.27778,38589.37115,29358.1381,29115.74041,27997.01729,24494.20081,35177.92181,37582.69478,18985.57979,33135.70233,22539.84629,17037.9278,19798.10378,23398.5765,34266.43736,22362.57591,23059.94064,23091.53438,29174.58809,22917.7475,23478.27643,29734.40041,19460.17146,26639.89591,29178.04329,33393.83081,21711.96762,18825.8802,23094.77587,31852.39227,33501.50929,38317.11225,20501.23036,24051.6604,39066.56814,36673.11814,36669.28261,42212.21058,32089.92616,31315.18086,33791.6137,35442.28013,25523.11055,24658.14012,31154.33853,35859.85278,45676.08411,36954.05118,35661.48347,43652.75674,44119.95854,26007.36027,39164.57722,42058.93963,36623.68338,35029.46177,37245.73901,63737.73209,46228.79704,44560.61066,39475.38578,41591.12088,40367.58672,29857.16067,46482.31042,27165.20472,21656.4953,30027.1377,35795.75342,56348.20516,36623.61768,41731.66511,38678.16255,39932.11041,26517.31635,29001.25686,32630.56561,47808.53253,27510.00652,32867.71343,15333.41959,44051.15938,31327.52494,24458.36069,39688.44524,34158.08064,25750.05203,35969.42381,25178.88883,49726.62431,46591.81172,11948.28183,26670.76795,54161.52737,36682.68386,39197.11722,27485.15119,32553.66825,31993.00751,17538.02488
PWYG-321,mycolate-biosynthesis,31254.45764,15681.76863,10813.56146,21136.71188,27575.32077,31463.96324,25958.48132,7690.851701,19612.78292,25548.82874,31080.52073,22583.50727,13745.21637,32047.33786,18028.27342,7158.245791,13741.47845,18645.0545,42582.40113,3637.46601,15794.77115,22103.46295,26518.72848,6011.539396,17175.86522,27090.85245,16553.38915,12658.69829,19763.40516,36673.14024,28500.10935,8128.104934,25647.22794,30229.40432,35314.13881,22753.81257,22517.619,21347.22252,32929.25998,25212.91288,28986.02236,40675.83789,35413.07574,15074.33642,20769.63178,51684.56263,28701.44838,11590.65777,28009.50644,25562.65636,28570.81859,26717.8017,30764.3438,34784.67034,36770.93452,4220.89478,23674.85117,39169.92515,34984.37464,12971.63226,29780.89005,80886.39549,38000.56065,23222.93558,24872.2349,38020.44143,35723.97668,14884.7106,42423.326,14956.1706,21094.62829,12233.03258,21678.13218,75475.76618,18841.77273,27931.35833,27443.4865,26970.60746,17725.48742,17238.90368,24140.01044,52588.36184,24596.42917,23197.22201,18046.14477,42434.89021,26699.09965,19887.01994,28089.01961,37554.11933,17998.2999,21282.00686,16106.11343,49060.35893,43864.93013,8623.593887,12924.95549,50127.11224,25289.58051,20315.5821,19811.78215,31345.86761,30017.36766,10739.8691
PYRIDNUCSAL-PWY,NAD-salvage-pathway-I,24966.47131,10038.64246,8174.507107,16051.94136,17634.531,23099.43002,15143.14766,15775.12802,15650.53276,13184.81416,18771.3655,20742.51846,11005.33891,19301.07775,11820.29077,11288.06462,10596.15525,13427.0953,20694.54907,11787.94508,12649.43445,13912.54166,15664.27874,10774.14454,13704.9002,17215.9039,10387.9572,14868.65058,17180.09853,20776.2722,12826.59934,10109.69788,12867.94204,19676.97114,21457.32049,19416.34125,12505.1134,14757.32649,21184.98672,20351.54726,21390.07001,25429.60376,19221.47677,14689.55379,19343.06547,21647.59811,14682.7231,11569.24661,19086.49287,21619.61764,27859.98504,21574.73715,22690.74446,26326.21216,24169.97436,12452.7262,26770.82553,26487.05417,22361.41258,20415.61745,21951.14659,39846.58353,25109.55656,25138.14552,21800.59613,27160.9453,22606.76678,17367.24052,28060.94694,10297.6743,12373.13526,15345.59331,19309.67374,35422.25395,10631.69197,21079.53313,19966.48231,9890.379817,14698.57986,13865.36501,17653.19791,28534.96813,14293.33813,17283.3826,8334.663119,24032.10938,16503.70401,13267.24839,20250.49981,19778.31119,13388.53101,16535.58132,9688.728638,30308.87653,26420.09983,6391.552687,16075.07097,32730.73088,20026.19355,19191.19269,13505.23187,18764.88692,18077.14002,9850.048503
PYRIDNUCSYN-PWY,NAD-biosynthesis-I-(from-aspartate),22462.96915,15290.83869,7327.769935,14941.43294,17451.09217,24332.04488,13780.56031,11678.36957,14917.66423,15956.15425,17727.43649,18995.53825,10467.5789,21659.37461,11886.11393,10252.00916,10811.48623,15096.12957,20312.74046,8758.105285,12058.59906,15317.17241,17294.65871,8706.917767,12299.83854,19801.22358,10922.06924,13275.27611,15982.52193,21909.34928,13911.57744,9926.366324,12460.81664,21706.42651,18128.12325,19472.96561,12001.2809,15739.39163,23153.91398,18853.63158,19553.768,28309.87312,22099.93604,15074.64431,15741.16298,24210.35808,15337.26292,9702.542347,20034.76451,24551.35059,23909.75397,19818.43269,21447.66134,28867.57578,27531.1737,10562.98508,24959.7714,26855.53887,21781.13674,15632.73093,19689.73776,39852.39177,24975.8719,22563.73968,20210.18718,26335.4219,23880.59628,13879.75023,24715.83683,15374.23068,11826.05334,13314.39386,20442.99144,34670.25924,18220.27619,20162.36193,19190.86325,13490.12604,13082.53073,12711.70775,15477.02532,30075.99251,15581.8163,16513.40978,8873.774565,28174.47062,15292.46155,13217.62497,19873.78306,22015.22763,12575.26054,16702.87507,12091.66357,31733.40477,25750.58743,5774.004341,12536.32746,34612.54548,18275.45186,18823.02227,13318.22084,21681.92614,18295.53483,8611.011256
PYRIDOXSYN-PWY,pyridoxal-5'-phosphate-biosynthesis-I,14242.94115,8277.878454,4640.920837,8371.57559,12700.92834,14516.94513,10369.6195,2547.43939,8673.504974,11795.88615,13117.55999,8979.906582,6087.818994,15638.39957,7897.037539,3692.055042,5982.437239,8608.126297,19979.55219,2212.077518,6184.326825,10673.707,12425.66416,2837.758606,7113.083717,10280.1928,7251.957588,5211.416827,9052.262122,14458.72425,13325.18331,2899.322866,12493.35384,11359.98103,14783.85714,9652.481881,9671.529104,8164.650296,15525.99775,11011.90584,11982.24986,12886.69864,17173.10667,5985.529492,8357.731403,20185.43929,12926.46962,4102.326017,13519.65111,6944.312819,11428.09892,11357.14434,14100.49945,9252.683106,17386.8185,2005.795586,9742.348439,16394.48303,15590.15254,5034.285809,11683.76621,35566.25648,16281.73705,9026.477103,9807.839027,16951.11468,14946.5357,5727.352685,19272.60346,4981.48183,9040.088064,6185.020074,10102.41992,35087.80772,6795.313388,12368.36865,11310.95712,8135.603683,7563.151068,6499.770121,9662.134147,18427.11065,10538.07374,9259.330259,9180.3426,19029.73957,11022.1736,8768.629859,11973.15921,15992.26589,7359.41632,8523.442773,5709.247784,21841.93323,19950.76936,3488.283187,4780.385385,23008.47679,11253.96935,6913.177928,8207.89527,15102.21555,14271.83749,4674.915991
REDCITCYC,TCA-cycle-VIII-(helicobacter),33671.53791,13066.32491,9981.966817,19279.64409,23157.3826,31703.63453,15217.03814,10381.06619,20446.00678,20975.93535,22679.45883,25977.13428,16516.67954,28333.0554,15705.72134,9915.366977,14752.49703,18079.89721,33314.23522,9529.589064,17035.97257,19690.95622,24927.13276,11240.55006,17664.25861,22396.36264,15524.51029,18342.25958,24428.08643,25377.99091,20736.93487,13993.84237,18622.7534,26136.31441,25948.65506,25980.72025,18280.82359,19245.08313,29080.37368,27619.74868,31654.62381,28947.58044,33456.19,21802.74254,24563.18158,32011.28823,22351.9946,16998.26131,30142.32456,25510.28304,33432.72768,28962.72617,29379.22161,32590.05242,37522.22873,19665.5317,34352.506,34850.29767,32355.40444,20900.30616,28357.53644,61443.10437,33924.10015,32004.86261,26980.04371,40759.11601,32219.53451,23953.75183,28033.61336,26239.13675,16880.90428,19015.80661,24610.33229,56355.74839,35828.60441,25000.82563,26837.13986,14825.40136,18573.65598,20873.47505,23327.00363,32355.8265,21976.87251,25989.0886,14968.46219,35093.99987,17978.27938,19382.62033,29892.99869,27422.06041,15401.41946,20993.55094,22718.19627,43679.28746,36309.01857,8491.27303,13878.37098,47666.74276,22845.14591,27034.95287,17863.9537,28804.71502,21340.43851,12533.20096
RHAMCAT-PWY,L-rhamnose-degradation-I,1063.656689,658.7107196,561.5821972,900.8506508,1518.307935,2152.148125,1802.172279,203,1427.826449,347.5166906,1408.127522,692.2990163,571.0629389,825.3834744,765.8262652,1684.832714,574.3074112,519.3170506,223.2253503,152.5095419,218.8,1044.967497,897.1797781,150.2354526,843.2832348,2067.841334,1872.452946,1517.325572,1347.237104,1503.141648,705.5717643,239.9668219,1258.859507,2264.134722,761.5257398,998.59,1775.180934,1662.315568,1827.930299,266.8427511,542.0335529,3225.502455,1381.710995,135,709.7149645,1318.60595,1435.09162,875.3144737,1623.178187,2572.494758,2084.557482,603.5025604,1292.743145,2070.680439,1503.529032,133.2295372,659.3240909,3330.871133,2132.704411,1136.915692,1236.274763,1599.541754,1450.156562,940.7927829,907.3044037,2034.139599,1580.549116,272.4615834,835.0614606,675.5830158,1272.537629,77.2,874.3029765,283.2074292,371.2357728,157.644419,498.9798324,511.3884804,911.261544,169.3818981,807.1593105,2894.292889,736.3019273,396.9534365,276.6455759,1999.316886,1430.184758,490.5712289,600.9973433,2026.899881,969.827221,213.4837303,247.4520722,2381.938435,1863.94598,640.9157841,346.1953947,3891.009206,1272.627558,531.0633861,627.7714929,2158.981231,1360.326624,374.1008426
RIBOSYN2-PWY,flavin-biosynthesis-I-(bacteria-and-plants),31831.29729,16869.01965,10958.40048,22794.33394,23213.86074,29907.16473,21534.67439,18212.26604,21249.87349,18981.86463,25393.74483,26724.64273,14527.4431,26635.32395,16401.36644,11791.39119,15124.10177,17881.83609,24395.53423,16565.1028,17365.19196,18762.29616,22217.67621,16659.9782,17787.46774,24561.72048,14912.40742,20237.38157,22736.58985,27108.24895,17535.35457,13597.43072,18370.38398,26096.49034,27098.27671,28239.11287,15675.36699,19180.42062,30226.84871,27988.35988,28737.61349,34790.72038,27378.38703,22102.42163,25641.19458,29999.1609,20566.70616,17867.68379,25845.68282,28748.4,36266.90073,27903.63209,27652.40465,36374.2364,35919.71095,21236.98016,31373.35708,33527.82898,29676.29749,26349.4138,28612.99354,43632.359,33372.55307,33506.56821,30375.58023,33525.29226,30690.2423,24110.23026,35057.05031,22701.19131,16410.43099,22997.6316,27802.04052,40620.64969,29936.92862,31690.58008,28380.5804,16819.32554,19254.96734,22229.43386,23502.28378,36459.39045,21467.0094,23713.78226,11087.13143,33982.62301,22644.76722,18438.54168,28307.25062,26014.79593,18206.99995,25523.60916,19836.80881,39529.26413,35328.48576,8686.365727,18389.39397,41918.15878,27288.1108,29296.0551,19599.17659,26222.154,24111.41362,12839.73191
RUMP-PWY,formaldehyde-oxidation-I,2892.825965,947.7317112,1191.551829,2039.341605,3118.029677,2879.809135,1706.450988,5061.115533,4563.139388,1367.374762,1743.646391,5839.19377,5580.336,2690.353172,1171.157993,1950.668033,2158.610804,4898.292012,529.213542,2374.769066,1873.751024,3192.905134,1559.081329,1920.378828,2780.499419,4470.762994,2243.224002,4476.418163,4984.10385,4026.985566,219.833485,2570.038292,1148.930539,3718.847493,2201.10047,4993.59214,1479.970539,4336.233521,2130.163464,5577.850402,5379.173966,3803.948197,1249.249856,8005.681718,8938.43295,1355.147762,2503.207316,9106.670057,2679.737148,7997.574111,8401.808983,3354.262154,2457.838651,3568.734222,4375.039893,9170.499983,2196.460616,2691.142946,3610.668836,6017.228022,2020.573614,4646.918598,3952.88633,9390.944573,3235.314791,1937.973026,2213.600526,6731.932944,8209.557574,2102.650389,2020.806174,3784.738994,5487.552874,526.2656259,2400.285696,4241.553037,5787.647357,1196.818844,2703.790896,8603.447398,5327.684487,7077.252433,2910.660157,7217.563152,698.0430025,5179.391417,1332.022161,3544.292995,6367.709155,3112.697988,1563.912676,6448.341105,7808.996701,4867.106213,4087.742696,2583.243906,6919.200162,4716.369384,3177.976262,8763.17656,2957.326239,2892.679398,1072.699988,2368.347549
