sequence	16S_rRNA_Count	metadata_NSTI
697f80006e10a972bc02ab75d7137b24	3	0.007934
69844b12b97d606540f13f75b36f51c1	1	0.09787699999999999
698caa7b51b689b2cbd86cb36a72ad5c	1	0.024905
6991591bc64cc42c2cc556b642b7e348	1	0.020735
6993a7185479fffbabfb10e7df1d717c	1	0.17691800000000002
6998e28f838c9fe29cbd4ee89d09e299	1	0.137068
699c61397b933019703ca621f93200bd	1	0.029148
69ae17f5f8f6adaac9cf2747a2d138ac	1	0.016673
69afed4fb52d8ffe249bf411f4f5c1dc	1	0.172399
69b861f5b909574c3390717a5dcb359c	1	0.008126999999999999
69b95c1065516ff8a58f0c5bf1b8ebe2	2	0.068255
69bdc091e55568a35cc6dc3c7b8e7937	2	0.060623
69cfbebe33276dad78ca1f3a2544b3e0	1	0.135923
69d6fd43fe74f83bcee0ae8fc05e7fd9	2	0.019031
69d7b9c8feb87fe0387ab323e8b7aa0e	2	0.300016
69d9e740977625b5dabd77cdc7fe3337	3	0.32195300000000004
69ebc64ff49927348d08b0eb1ebf3e4c	2	0.012114
69ef48a2b97e23351361aa8824c34abb	1	0.080481
69f2653b5d79617c37cae2a1e42e3c50	3	0.008092
69f6fca6cbb7684ce2aaa8e29b18e678	1	0.29949699999999996
69f9d3a8d49410ff6e95997a84a08058	4	0.016621
69fbd154243def072eb9b26d8934ca81	1	0.050474
69ffe8b2964b0213bb140c4f426b81fe	1	0.008069
6a09752db846312747043f8da8b921ed	1	0.352009
6a0bd37441f3387c5eae858e62d79412	2	0.33922199999999997
6a1323c44d90b644ca4347ca09cf5657	1	0.173644
6a2061740db8778a0ebb426bf4f49726	1	0.074409
6a2998a6bef746aa0f18da890f9d63b6	3	0.039664
6a34afc1dc592c04b53d6d45ec55eb6c	1	0.12319000000000001
6a35eb6a67a814e51e326408bff3d62e	1	0.172379
6a3b87a2d3f587815ff8595b0673c62c	2	0.221306
6a3cf8732928beb832b550b4443963b0	1	0.143698
6a3da4ae5a55f1d8747cf4767ec9cf21	1	0.016275
6a4253f81c9861d0a657f78eca20cf26	1	0.016486
6a42a780ecfe4bb688ea88d3f4f2f623	1	0.044179
6a4577f48b6d224c88f0ca516883685d	1	0.033229
6a4c3fbb61092403a709c447debc9f22	1	0.069801
6a4d496c908c9b08d1b69a86e060a4da	1	0.190717
6a4d9f3318655fcfbdd92834164e7398	1	0.06967899999999999
6a4e63b89366c5f9c7340b87ccf5c838	1	0.020968999999999998
6a4fe7dbeb4d8d21fc82f48a81be9d78	3	0.033338
6a528a183973efd8d56d7e33f0cd5fcf	1	0.019794
6a55b4d61ffdeac6adc399453e3c27ee	2	0.21290900000000001
6a6311c1cad6195bbda6715076693548	5	0.108057
6a6477e71cc10c75e92a279a8e796f5e	1	0.020373
6a6b8a03798618b7cc1fd1009ae436d3	1	0.011974
6a6bb950e3d7f348bcdb763af24c3504	1	0.034422
6a759d57b01255a62cbca6aa854bece3	1	0.038292
6a7a25861d5c7ed9881b46ba922ee32d	4	0.065304
6a7fb5e7997007adc4dd76e995af8660	2	0.046808999999999996
6a815145bc0de907ad4f292f839e44ef	1	0.111596
6a880f673b2e7e24b08b627855c81d5a	1	0.016276
6a8c1762934ca4897a6f8eec18061e19	1	0.020611
6a916993bd8fae9124ee2cec605bea1c	1	0.054139
6a95f023551ceb9de3b710a40b31e598	1	0.258739
6a982fb1d1f956d0002750425bab3dc7	1	0.102778
6a9dcec4dcb68c313c8ae868217a7068	1	0.11798
6a9de423a6d8fd56f7d2b0900653a78b	1	0.15170699999999998
6aa5e0e35c164a63e48a86159377c970	2	0.282586
6aadcec903c79ee141e5a8baeb144d50	1	0.095105
6ab3af8b2b48ea4910c6b03124c4a5c9	1	0.012083
6ab5941315efcec5cbcb782b5f40a41e	1	0.060987
6ab6c17de9ed8e893b3f4c3756288dc4	3	0.020461
6abb28d3304207a367498650c37e0450	1	0.223572
6acb65840e1ae9517c652d566fb359a7	1	0.020257
6acdd31a3c137e3be5cc2d06e25eb1e2	1	0.574823
6aceec95199b4371eb9c01648c432c77	1	0.012166
6acf15842b2d3370f5af097649563eba	1	0.016227000000000002
6ad2499c335e47ca411d18f62fbede90	1	0.012156
6ad28f968b8cc22902c9a4a84cdc75aa	1	0.043283999999999996
6adfa58836ebd37591d0ee3232cb0637	3	0.043504
6adfc42b559298080f04f094b645c8a9	1	0.12282
6ae36ba181056ec80613cb9edf592540	1	0.112006
6ae6b3096ea01cd6e50587f0bb72b7bf	2	0.27963000000000005
6aee0f5dfdd6d894751a76f7931f7b00	1	0.13938
6af060bbadee7496d791453455ed614b	1	0.117969
6af4a7a9ac7d649ff24087ff44001951	1	0.01654
6af75aa1263e28dfb5685ca24e57d44f	1	0.238853
6af9ce961fa2a9515ce347dc642e13a3	1	0.03916
6b0274d87e1310a763dc9cdc04844e0e	2	0.25351799999999997
6b071c081d12609596748f4be284088a	2	0.016934
6b0ba89967709ae11e710fbf58bf47d0	1	0.23125700000000002
6b0bd73703e046c05fb57ded27254e7e	7	0.011921
6b29380f5ac604226a508ecf7bc66b80	1	0.016385
6b2c7ba1a8e32d07e6a6ff63402f6019	1	0.058582
6b2cb6efd5ad7890fab5f2e665f2531d	2	0.07510399999999999
6b39219894bbb4bb5891850940de799d	1	0.056559000000000005
6b3be24b5f8692986e0535c6343f2b7e	1	0.012529
6b3f59da814b0c495cdccbc197f43a8d	2	0.25351799999999997
6b4029b43d629bf9b5cad936f5414fbf	1	0.25053800000000004
6b439a9c82a30c3a65d790c58eae76ff	2	0.200942
6b45601d1e9bb353c861179fbb36fa1f	1	0.061733
6b47bc92feeca84a155f97de42f7a83a	2	0.047787
6b49f1a67c3f198b8a4e77ebeaa2c296	2	0.016248
6b4f5b03d9bb673503b69991fe987fa1	2	0.06904400000000001
6b5172d7fccf977dd407dae4dfa2f9da	1	0.012173999999999999
6b58b15c6b8c8d4d9f26de066262d721	1	0.028937
6b60f419a4d1c9b788be0f54d2ab0819	1	0.024918
6b621d22034aa6eaefea7abc6e96a546	1	0.01204
6b64525396c2c1e4aabf84ab0c13ca05	1	0.209511
6b671378e0a09ec56403c11346e667d6	2	0.012109
6b68d7053262fb4ad2e83558b43f6370	1	0.136373
6b6f4567aaf4e9cfe02b53f5e67a7f24	1	0.029615
6b76fbb1772bef0973d4224cb36bae85	1	0.020484
6b7886f0d8b17deebb52a9d00b0a8660	1	0.016559
6b7bdb53fd866d409945fb3d3525db14	1	0.201546
6b815550c612e044914802f0b111beb8	1	0.067469
6b84658b0f0ec18d668095f4f931a351	2	0.016266
6b856f99ca88047caf81509ca8c98e63	2	0.008054
6b878f08dd79abfce2bc2f3590a969bf	4	0.135749
6b8ee1b2747e13e1b72791a5b3f801f5	1	0.029358999999999996
6b941819b4aaf1720ba4ec5b672bfe63	1	0.035633
6b9681c05ade86a7d9557ff38265463d	2	0.012221
6b99aaaba397339e02886ea6bb2980ee	1	0.008159999999999999
6ba638cb4b004733fe04a31b83a49a31	1	0.395838
6ba704b713f2833b1db9bd5b3f229223	1	0.138782
6bac51c8b743fd879607ea5cb1cfafef	1	0.064251
6baf1540136516a5fe65947a35b234f5	1	0.112615
6bb118953bf790dc88b9377c9aaa05a8	1	0.012918
6bb1ab447dca54f8245da98d82e6dff8	1	0.048349
6bb1ac9c560b7d1ac7343f291ce6a38f	1	0.031649000000000004
6bb2c4079e71286ef6fcab7210d48ff4	3	0.012068
6bb2fb45f903e8ff5da7cd0ebd7a21cc	1	0.024916
6bb45f4819d1a365e7baeff577e80339	1	0.48132700000000006
6bb5e1bfbf0e4563e74ff9c6df1e1b00	1	0.066731
6bb5f9fbafad7e5cfb65296519ca733f	4	0.016619
6bb78a9d9e5daa9483f59eb13c0f978b	1	0.028986
6bba57b2c9ff78e45c00178c424b4b17	1	0.288032
6bbeb730fc801f2f6f39886f2f72c641	10	2.581497
6bbf7255419727ee684d9d910c0bbcb8	1	1.002883
6bc514ec3cd3124466d8ef29a99259c1	1	0.019978
6bc586ba281d73f760db52a94c8fd757	2	0.029591000000000003
6bc740a255503eb600c65d7e9ab49339	1	0.018769
6bc929904ba63eca66fd6486508203c2	1	0.012126999999999999
6bc940263cb2f86be5773019ff319a9b	1	0.07090199999999999
6bcee704980e97e4499313205335b5e9	2	0.030812
6bd6edac201ec2f561849b17b00f2726	1	0.26664699999999997
6bda8be3c3894a7fee3312d8270f16ec	2	0.170402
6be0267c8cd5c216597e0049a064f4d5	3	0.024096
6be5c748cf8b302559a5a184436b6355	1	0.095011
6be650427c0e4ab6137f9875fb3868c0	1	0.08219299999999999
6be65ce206df7cd98bfa48cb9ee0f80e	1	0.07126
6be83788bcbd2d58f143a04b70198263	2	0.109071
6bed548b662ba33e1514e9c71e1a633c	1	0.008023
6beeadcc655ac6131d31a3ab696d4068	1	0.020434
6beef7fe39891b3b1d15bbdaf9102219	4	0.008355
6bf0bbe62ae7d4cdffbdee713a89e238	1	0.049447000000000005
6bf2c5b7de263b79eb01497c73f52ca7	1	0.008046
6bf8c01a6dc63cd2ce5d9848e7501830	2	0.008095999999999999
6bff4a2f33048a316c3b6247fff26bd6	1	0.07004500000000001
6c064620305f1b182e98515f5407972d	1	0.05220399999999999
6c09c8a65d41a912adf541fb9c5f165a	1	0.096703
6c09f7475cb49bf2fd675771a27d00f2	6	0.029205000000000002
6c0c2ac8883b2ff362eaa6630498b49a	1	0.062224
6c1b8c77b3ee3ba4723420de64c6f39d	1	0.012202
6c2951f10de1f2513734e1343bdc6294	1	0.008187
6c2bae94d60c3cbcf73e5394c9a2ae7d	10	1.193402
6c37784ec8afca0318e99814ebd71ba7	1	0.104777
6c3941876e9fb53cace1f7303285a67b	2	0.033046
6c3b75efd8c44b2acee515b23182a2f9	1	0.04822
6c55d1c5cbf56a698d18b747fe20738a	3	0.020967
6c5ea2251e106166bd6d4311a1499bf4	4	0.041756
6c5fad0070563608e537eec300c6bac0	1	0.145991
6c6096d98ff2a7a9e9d998b9fcc85906	1	0.018482
6c65dc7ba46e39551e99967c93e7424e	1	0.008147
6c6bfd7a8589a295895726321249cee3	1	0.23831999999999998
6c6f9ca55d5964ac1483d826733918ca	1	0.008279
6c7040020c214e226b05aee6571ec069	1	0.083307
6c738da29665d5d87cc5e760d89a2b6a	2	0.008208
6c7c73388bbbd6105335dd0877ed1717	1	0.13759200000000002
6c7ecaee333b29e32f76fb42234af12a	3	0.027447000000000003
6c7ff85cdc666783233bae32630ab885	1	0.038404
6c8111fed81f7dd3b13625197bc570b5	2	0.008101
6c821b03b68a433c085e99fab0784ea4	1	0.016344
6c8b9ea00d850ab629b4da21b8c10776	1	0.04565
6c8d6f2bd1e5c37860f7f71a1f8dfe61	1	0.024569999999999998
6c9054237cf9ba8cbbf1ca0d864bd1f0	1	0.024558
6c98c5882118a1be0ecc0dff3c7a989b	1	0.01215
6c9950f26df17cf3d6f93ff62cc9d144	1	0.050838
6c9aaaa8b2a5d51556054184ea5113a6	1	0.16184500000000002
6c9ceed4d5387485b6f27151fd669315	1	0.169967
6ca5861a843b2a479a7743a281bbcb62	1	0.10416600000000001
6ca7373d8c5464448ca125d66314347f	1	0.040421
6cab542293e929dcbb1028da79cc9d5b	1	0.012216
6caf280293ec6bb0ee3b9459d917173a	1	0.035581
6cb3f2bfe8aace4432c680526e1579d3	1	0.026537
6cb55b06a937592ba434ad4eddfdb7bb	1	0.240538
6cb749cb1ca8457f27c3ed69831c3ff4	1	0.215736
6cb8c5de9e2d6db71761b558fb101e5a	1	0.004031
6cbb3af4591405216853a3d06d6a472f	1	0.170758
6cbf9cf372e96a0d11550b49bf93ebcb	1	0.012191
6cc26823898f4b9fb5fd79003ddd2417	2	0.050365
6cc57450e2fe227154aaeb8a8f8a04de	1	0.10329400000000001
6ccce3774bb3a4e25b89fd03dfe4b230	1	0.003949
6ccd9edb503afebd177a032681be2c75	1	0.10763900000000001
6cdf426f390a61b78b653cc284ec77be	1	0.040395
6ce0d0bcc1bbf848494170cb7f1f511b	1	0.028543000000000002
6ce13719a4ea2877b9a80ca765e0305c	10	3.493325
6ce2bdddf769329d5f3feef3e1e4ba84	1	0.059885
6ce439f54825d7e8cf3ad328053b61bb	2	0.008061
6ce70d7e4bdecc555bcecf95ec0322ac	1	0.068364
6ced2160ee82692fb9804aa8330491a3	2	0.24712800000000001
6cf433bfda9c4504200abd1200817958	1	0.351211
6cf7d9c74eae24a493c8554fe69f22d6	1	0.060389
6cf944d73dbc0a9017a9209b2ec298b7	3	0.15001
6d03eaecf448fe1be27bb42ce4a1da58	1	0.21335900000000002
6d0b0beff5f8f721b2b382c7970db217	3	0.0372
6d16f88ba64e419cb94bdcdec12064df	1	0.016313
6d17c1f7d0989e2a4586f77ae1f7da54	1	0.165047
6d1a7491898b9fceca3d2de062c71de5	3	0.024964
6d1e5e7a96b2f54f90f6c2f625cd6242	2	0.055158000000000006
6d23be0bc1fad38efe97437a9ce0b1e5	1	0.268714
6d27db5f09eb2278f69c70efb664f0d6	1	0.011877
6d28d6827558f035f0b68b9661a9b624	1	0.012216
6d37c36ac98ae0cd9cb75432190a2218	1	0.027169
6d49c42a2391f96124da4d451b625c6d	1	0.134156
6d4a39e83750109d57e661283f0021ee	3	0.012356
6d4d7ef6501c8c7377a44210788f0244	1	0.071281
6d4eb5a5e6f4334cf66d208d9bb6260c	1	0.180891
6d558039ec3a388c2e6effbf35acbdc3	1	0.01237
6d594c646077b8cc1cb254dc434c4a9d	1	0.028604
6d5c1526625bbf77e011bc31df3f2284	1	0.378696
6d61900710e86ac7c693849145d0ffcc	1	0.071716
6d64133b30d3a81836bae753490269bf	4	0.012397
6d66c8de78e7e09ae8bb0cf69254bb04	1	0.131217
6d755f1052e27f8b619f7357145a4bb5	1	0.062726
6d771ef127f630b71875698f5a74d47e	1	0.008099
6d7c665c9481957d5a94217fdf160e44	1	0.012095
6d7f867ac8f5ca66174aca97a9526923	1	0.21998499999999999
6d805c4af199114376b33adf8262495d	4	0.09675700000000001
6d81291edd63994cbf11087efd06d00e	1	0.08056100000000001
6d82ce2a0f6ba253706e69febb98654e	1	0.382447
6d8989c2ad6134059c9a76154644c675	1	0.062534
6d89e6156af09c2d6e201cb7883d0ff9	1	0.024304
6d90c902acec676d92fc11a886c7e9c6	1	0.026197
6d948e8d752c723e192d5e33940b8048	3	0.065482
6d976cc381406b58de1b68d598cb5acc	1	0.032503
6d99eb1e5e39901c7d91a83cb1b402ba	1	0.085833
6da3281344107fcb78d5b6e478546b27	5	0.025904000000000003
6da3d50b520c6613c2dd11ba53840910	1	0.056504
6daa4db19fd36903133853597f138beb	1	0.045047000000000004
6daf044b718aff3cc1235bcfcde51286	1	0.034122
6db28af349beafd217aab4dcac71510f	1	0.32862199999999997
6db2a532187bd809b087d84f88f26cd3	1	0.123804
6db6d94d69b04970e4afa98078c872da	1	0.027712
6dbbb272e3437b7e9aa0c7292c3c6b23	1	0.138073
6dbd5dc8d8824fe5154eae4565dd1f53	1	0.0292
6dbf35de62f850fecb7da56aa0c78bac	1	0.041083
6dc3ad07636dbda6475412e3dc562a7c	1	0.040229
6dc6147c3ad1b32f73ee969c3df253b3	1	0.029237
6dcbba156b97fe53c3e44981115530d5	1	0.462028
6dccb7f3e81b768535f3cb9db6743b48	10	2.581497
6ddc78553d4de46413130f6395e20b69	1	0.024516
6de4640739a8624acd38102f39fa0c5b	1	0.008059
6de4dbc4199785e821d12cff5a5dd232	2	0.144273
6def6d6e74409f3cb02ab8eaca0c1c4b	1	0.196163
6df91a75301381ea7966f7ad48c52b5b	1	0.01252
6dfec8a19d45fc3601d0f430c2e86da3	1	0.016552
6e012be9116b9f776a84c43776179587	10	2.581497
6e0792f9214d1c43e5f07d4137f29828	1	0.122603
6e090bcc5ba56d217e00df840f7b747d	1	0.109546
6e0d33af8015ad4d69f05b4989ef0224	1	0.305643
6e0d99b69971780363f39a4adcb77a90	1	0.011873
6e16500822889bb316d4955c5b3f5e71	1	0.07331
6e1a4cb6839b6d7c290a17bd5efb6dce	1	0.05678099999999999
6e220dff114acda1bff2b54a36537ecf	1	0.057609
6e2adea1f842033d4036b10e4d9fa039	1	0.123384
6e3023a83a3849ddd361ca4668bf0065	1	0.293941
6e3088b9fc7c882b5f39a11f6fd36529	1	0.063738
6e32cc731f7964a374c41ddf6f434599	1	0.063462
6e395b1ce27887b7317fb023eaeca4e1	1	0.19073900000000002
6e427da3512d888084cff1917c3ceca6	1	0.056139
6e42df45f68d547918a0d492c71ef9a1	1	0.041496
6e46476454fe0fe96fad676ea3b2641a	1	0.012167
6e49d41a93e3318c7d39d401c2b71834	1	0.681265
6e4b7d4377f0e592e3951eecb2889bac	1	0.016212
6e4cb3cbbd7db53ebbdcc6cd673282c4	1	0.048185000000000006
6e5ab4848d7ba83b29b34df2141ae127	1	0.153701
6e5d0c007484a913d9b73a79f50455ed	1	0.179135
6e606d6ccdfe8e43dbd94c50ce614be3	1	0.029671
6e61f38405db906ce208c3bb7b72bf5c	1	0.012294
6e6533fcc60a16175317de71cec2cca6	3	0.110758
6e6b82cd3146754eea8e0e45303eea14	1	0.014464
6e6c6b2dbbbe5e9d911104fa69219100	1	0.152916
6e73852fcd94f48dace5cbcce046073e	1	0.018473
6e76309cf589f81cb9a2c4ed7fd52e8a	1	0.19043
6e7ae99fcb2a768ccb2a69d8e6a4a81c	2	0.14336400000000002
6e7c2a759de36151657bf65bc40bdb57	1	0.019962
6e8363cd37bfa39c1c583d7fdc63e0b8	1	0.397311
6e8b8a2523197d7b63889b959295c55f	1	0.276069
6e8b91ab9186f7ef4911914265ccf5d5	1	0.016544
6e8c59a5528c3d508a4c4546519d69ea	2	0.111246
6e93b5c6f1bea9952ba29931368501a9	5	0.043182
6ea0b16c8b6900aef1553fc317026397	1	0.365551
6ea5ba8cca2734a88a33c8d95d50171a	1	0.108428
6ea9bea5307c65bcffb1b1b937b0fe8a	1	0.071729
6ea9bf522c18bbc5001d00c1dfbdc3fa	1	0.004023
6eb10d9368a29c80493f79b43a42fedd	1	0.265812
6ec2149e82314dd9cdd433ff11aec24b	1	0.161551
6ecc85b00dbe537d8508839fe7484298	1	0.047804
6eccfbb62b1c6180990f9df12aeee645	3	0.068302
6ecea18b594898af831d84db0c4cfbc4	1	0.022468000000000002
6ed40304bc4174aba334dfaa9e212ad7	2	0.077957
6ede4d90b1e3e9d71552456ba518f62f	1	0.067815
6edf66896add7a0753c8f5393e1f0152	1	0.063694
6ee0ae2b10e0c88e7d05fe616d81cde5	1	0.056794000000000004
6ee463f7752f7805f06121ff246c06d1	1	0.117773
6ee4bd6f581c8f10be8d8764d0aed753	2	0.031099
6ef251fd52cd5df67a4c8b6b9d496754	1	0.13147899999999998
6efb59ad3a38ae180944cfc787c393de	1	0.061687
6efdfeb1c10b6305c7460bad162d9883	1	0.008019
6eff59eda1189475cf379aac72bbe89a	1	0.012314
6f098b1e827632a3b3dfcfec449bdf4f	1	0.01314
6f0d98fffcef3b5e98085f607d2a81bb	1	0.07935199999999999
6f0ed2caa05982ffe2d7c187348db610	2	0.25351799999999997
6f1224eb012a30a133c82a8a70786ed5	1	0.034473000000000004
6f14f8151129e79fcc6432cd308ebdbd	5	0.016373
6f20fa9fdd07084bed6f93bc954d9789	1	0.078207
6f21ec5ec4c4b58e5a6ed69934254d42	1	0.020523
6f26be51a70b48ed793823bdd8106f1f	3	0.329732
6f2fb97f03a09dbaad2986d02f8ff186	1	0.15496300000000002
6f3524dd0b6eadc24c1b629511cc7d84	1	0.26664699999999997
6f36991387b35537b8013acd53292670	1	0.036726999999999996
6f3e2108c1cf95e5b1a06704ea5c95ec	1	0.09072100000000001
6f4182ab0b585b5c51fa3f73ec2a847c	1	0.012157
6f426e8f2f4a00341acab0c9e10ea793	1	0.12426300000000001
6f42782cccc1dc18d44893ad31cbeb42	1	0.008112000000000001
6f46e473233f216785696efdcf5d9d67	1	0.085316
6f4f049a945f002b1ad06902a2dae24c	1	0.008043999999999999
6f53c1e5303f7b0b6763a8492deb2ba5	1	0.020076
6f5a74d13a03a7a209a4a6315bfa7b07	1	0.020942
6f5d52ac4729166d7a42130db1d7c64e	1	0.069242
6f61ec480afaf4dcdf62236e4faa5e78	1	0.5013029999999999
6f667d073edb8c9838515c21bdb155e3	1	0.016356
6f753dee1802ed9e4f207bf590171fbc	1	0.240865
6f781dbdbf074424a22e4eaf9d3d3f4e	1	0.024557
6f79eb3413df6fc1c1e39b643d9be8b3	1	0.033453
6f7e5c4bec139ddcd2e16eace983997c	5	0.016046
6f809e622fd477a6e2d4e08e9c330d72	1	0.008162
6f84638ac7e5bf75bb8629baa357e5b8	1	0.040376999999999996
6f856fcf98d70333849e1ef8ee91b273	1	0.012293
6f8644367c0445d5b1db6ffde6521f62	1	0.004076
6f8ab52e2a29d68e61552c2786594a32	2	0.050342000000000005
6f8ac54d4090ba058db072d1e1ef868c	1	0.483592
6f977b8138982117b714a33d67c54483	2	0.157972
6f9a1f3e268c4e7170055c8bc56e175d	3	0.11146400000000001
6f9e32bd628adc90e9f1ef61c495b0a8	2	0.01696
6fab683a8b536b71d4731d59e95b60e7	1	0.01227
6fb0f23e435fb9f1930f6cfbd93fc52c	4	0.050832
6fb5cfb3f0850ce47feeabae43d6e5a6	1	0.149224
6fc8bbc260eaea3d8613b28d6235e022	1	0.024416
6fcab53e71c241aa6f09d98ae915857c	2	0.115284
6fcbc680c35d5a8304908a9bc0bd171d	1	0.050479
6fda4b9c10fad7fb001f9cc2cf117ee7	1	0.012087
6fde7f655cec6e21d575d83b3c0dcec3	1	0.012137
6fdfdede54db455bd7a6d3bcf43b71ab	1	0.011997
6fe307c01de8476871da0b1b5d8f357d	5	0.021887
6fe3a1e844247692271f7de3edf403a4	1	0.026139
6fe7c5b137da5d8be8024f5aa310d10a	2	0.020501
6fea829088f26c42a36e0ece7ddf8f9e	1	0.098228
6ff7f5eb66853bd97bbcb96a7ba33c17	1	0.020304
700402a0ddf77be620369406d4296ff2	1	0.020529
7004fdb69f195f9ff77fde322ac4a48f	1	0.024454
700b4f3dff09da346627a3732fe0b3e5	1	0.9153899999999999
70154783b2af88cff28c3960d6133a0b	2	0.01225
701b9abef936989f80bc9167e0f63e05	1	0.035973000000000005
701d9c302b945e0364517379bc6e4d6c	1	0.07170599999999999
701e41da4b9bdd4878d00c80c723bb5b	1	0.024127000000000003
702434486fa284cea8e12b5d1053c017	1	0.040254000000000005
70286cb7da4c2c6bcdd8d5d8d668c362	8	0.043299000000000004
702e239241413c7956ef197348d4dd6c	1	0.012111
703191a22b001743e3cfea2a533a37ad	1	0.113845
7032c7710972e5f3f6ea1d369e07a6a7	1	0.044108999999999995
7038f318c340529e96aa36dc0680979c	1	0.076899
70562456d35fbad9f4b2c971dd019a0f	1	0.202376
705658f009fb43781b01a07eea6bfea2	1	0.439659
705968345acdb355815e2bcfa7c793c3	1	0.076779
705af834bf9ff0efe60ebb4916b9f5f2	3	0.012194
705cf9ca212b67ef88adcb1aebc1a63f	1	0.0123
705d205383f32133c3de4b18c54de9db	1	0.048109
70616dbd8fb519f8553a6d8fec1505b1	1	0.227992
70644f0e62808ac7a03765cc650525b8	3	0.012277
706e2a795eacd7d7e42d9b1c1d8bb119	1	0.020713
70735470388e609d9ac47b27c9527e9f	1	0.824542
70778603e8bc7f0b7359b2ab2d066817	1	0.023962999999999998
7079a0972585791fcbc51f7974237b80	1	0.957585
707dca923c4b4b4637765029b5ce068b	3	0.016031
707e903a38e137fccc9320250e69bbd7	1	0.040985
708255403fbd03b4b5070d91fdb4f6d3	1	0.008017
70839857ac1a8b7a4965e38ba718c6a0	1	0.016543000000000002
7089272691c69a9b5b60dd134c4a50ec	1	0.059855
7091af90e25f0cd464c374c056a671c0	2	0.074689
709de78b08cf511bfea25c4704f75186	2	0.06473999999999999
70a4530461936d2643a556d3c9d680a4	10	3.1058689999999998
70acca4ceab8843a028cdc7d6eedf5f0	1	0.075375
70ace3d1eff5022d33611cb2ffe11e04	1	0.008145999999999999
70ae901525c7380a54a721c84c400725	5	0.024622
70b5d68044208514256a90899e0e0430	1	0.044236000000000004
70b76b7ce78b41e04a02dbf6c34152f6	1	0.206121
70bde52a136c17f7c9c9506586dba922	1	0.10495499999999999
70c4ba0f14aff123355a6ef4be72d5b9	1	0.18403
70c7bd04fe115879cef4066329e2fb05	1	0.115621
70ce9df48b28ecbc348ed498d8710b84	1	0.012095
70cfd5419246ef11f89e258e095400e8	2	0.089786
70e31bbdf2966543c8eca967f10d1bc6	1	0.114035
70efacf7d70795ea6b7499dca868d459	1	0.016528
70f3a8d0a7130afb99ba434d9aa10cd8	1	0.074535
70f6a8c162829a7b142d71d73e3f83bd	1	0.021065
70fe0dfb4931e56a7da9fbd99ab0d754	1	0.051704999999999994
71061671cdda93a602f4b8899bbbb14e	1	0.23125700000000002
710edd75151a2229a327feaaa729d3bb	1	0.667776
71101d409856fdedec33399703cdef85	4	0.066256
711115d089156c0a791ef99a5bc163c7	1	0.016221
7111f9bcbb7242201f4f13f767e0297a	1	1.7793720000000002
7118b2c21a270d54745d155706582960	1	0.126053
712467aa044b91778e24af6b582c777c	1	0.107445
71256c021facaeb15ce557b966841f23	1	0.043976
71293834deb81d9f5cf9e7f174ff9dfc	1	0.067625
712ac6f61ba63e6dfe54207f1975d2cd	1	0.05924600000000001
7138032805d21383fe7367639e224b5b	1	0.041226
713dde79040145c9223d12dd987d0481	1	0.016447999999999997
7143766ae58a1de108a7861baf3df27f	1	0.012154
71473de6d80d4619e7f055fbe60ceae9	1	0.125998
714fc018bccb789a14bee371d06020c3	1	0.041339
7153b2a77b3aa8cc04825c3a57fa9bb4	1	0.024806
715fd55d933cc7a36304d0cb157d3d02	1	0.044105
716246d9013053df496e92fc7012219c	1	0.073895
7167f5fb7d2fbb8c996bab103a0b14b4	1	0.351452
7168a64d2faa5e8a443b5627b2e93dbb	1	0.028506999999999998
7169e3f17347d86855f358cb9d75b88c	2	0.047992
716b54410174e7889d482169842df517	1	0.06540499999999999
717098be2fbcab9277196ddc0e9f5964	4	0.008122
717197de67dadbbaf0cdb2b88d1e7175	1	0.012117000000000001
7171b06d622655b011a04b1980436473	1	0.016184999999999998
7171cc09b44e1688df96a33677734049	1	0.121795
7175bf4e3eb650a2e73a3f092482515a	1	0.258739
71798189370a62cb84592df24a5b2b78	1	0.016425
7189db6fd5928521449b8d4b7af0abd6	3	0.146873
718b42d2e7e2960857765d017a8c208c	4	0.012329000000000001
7197b8168cce08bba7774e07f691bbf4	1	0.024973
71a8f1e4877e3697bf5665535c36f071	1	0.045104000000000005
71af62fcc644be3f9c8dc70d7f08b2f5	2	0.086509
71b556cf0c10ff2a988e2660d1255034	1	0.054689
71b7ee44f2ac63795a7b90b74956f71a	3	0.037779
71be2e44425fdb638f3945d2a1422a30	1	0.278771
71bf419384f2bf146161a1ee24cfc13c	3	0.116574
71c1d54122d7c85b40af601f9180c1d4	1	0.072126
71c5ea2b19c6ae306aabad069e9ba92d	1	0.016224000000000002
71c61020527eedc9928e1fe8f846f1cb	2	0.051247
71c836e65cdd7c31d3f3a3389e93a65e	3	0.105076
71ca88703dd76710eb4547ae843ff175	1	0.152035
71cdac071171cd0e0c502f13f2e46431	1	0.24105900000000002
71cf4f525759cbe903540473ee82cf3e	1	0.09278
71cfb82c1e091bb76697295f3d3b2acd	1	0.07407799999999999
71d1ea592e59591a96c68b5cc6dd3f7b	1	0.008037
71d43d99dc267a96ce7d3dde069b2965	1	0.5570069999999999
71d5f1d2c45d666d83caf72e69d82d47	1	0.08303200000000001
71da538420bdfef7accfafb4bb4b13b9	1	0.028456
71de7c42f057ec064b1cb0d6f9ca133f	2	0.25351799999999997
71e3b793c2922c68952a83ae6a510d24	1	0.080593
71e4a2ca1c552b5a0e36564c20297c71	2	0.004082
